datetime,station_antwerp,station_paris,station_london
2019-05-16 22:00:00,33.34375,24.8,25.0
2019-05-16 23:00:00,33.625,24.3,25.0
2019-05-17 00:00:00,33.90625,37.1,25.0
2019-05-17 01:00:00,34.1875,43.7,23.0
2019-05-17 02:00:00,34.46875,46.3,23.0
2019-05-17 03:00:00,34.75,26.1,21.0
2019-05-17 04:00:00,35.03125,24.6,21.0
2019-05-17 05:00:00,35.3125,26.6,21.0
2019-05-17 06:00:00,35.59375,28.4,21.0
2019-05-17 07:00:00,35.875,34.0,25.0
2019-05-17 08:00:00,36.15625,46.3,27.0
2019-05-17 09:00:00,36.4375,55.0,27.0
2019-05-17 10:00:00,36.71875,57.5,29.0
2019-05-17 11:00:00,37.0,60.5,30.0
2019-05-17 12:00:00,37.28125,51.5,30.0
2019-05-17 13:00:00,37.5625,43.1,30.0
2019-05-17 14:00:00,37.84375,46.5,29.0
2019-05-17 15:00:00,38.125,37.9,31.0
2019-05-17 16:00:00,38.40625,27.0,32.0
2019-05-17 17:00:00,38.6875,22.2,30.0
2019-05-17 18:00:00,38.96875,20.7,29.0
2019-05-17 19:00:00,39.25,27.9,31.0
2019-05-17 20:00:00,39.53125,33.6,36.0
2019-05-17 21:00:00,39.8125,24.7,36.0
2019-05-17 22:00:00,40.09375,23.5,36.0
2019-05-17 23:00:00,40.375,24.3,35.0
2019-05-18 00:00:00,40.65625,28.2,35.0
2019-05-18 01:00:00,40.9375,34.1,31.0
2019-05-18 02:00:00,41.21875,31.5,31.0
2019-05-18 03:00:00,41.5,37.4,31.0
2019-05-18 04:00:00,41.14705882352941,29.0,31.0
2019-05-18 05:00:00,40.794117647058826,16.1,29.0
2019-05-18 06:00:00,40.44117647058823,16.6,29.0
2019-05-18 07:00:00,40.088235294117645,20.1,27.0
2019-05-18 08:00:00,39.73529411764706,22.1,29.0
2019-05-18 09:00:00,39.38235294117647,27.4,35.0
2019-05-18 10:00:00,39.029411764705884,20.4,32.0
2019-05-18 11:00:00,38.6764705882353,21.1,35.0
2019-05-18 12:00:00,38.3235294117647,24.1,34.0
2019-05-18 13:00:00,37.970588235294116,17.5,38.0
2019-05-18 14:00:00,37.61764705882353,12.9,29.0
2019-05-18 15:00:00,37.26470588235294,10.5,27.0
2019-05-18 16:00:00,36.911764705882355,11.8,28.0
2019-05-18 17:00:00,36.55882352941177,13.0,30.0
2019-05-18 18:00:00,36.205882352941174,14.6,42.0
2019-05-18 19:00:00,35.85294117647059,12.8,42.0
2019-05-18 20:00:00,35.5,14.5,36.0
2019-05-18 21:00:00,35.5,67.5,35.0
2019-05-18 22:00:00,40.0,36.2,41.0
2019-05-18 23:00:00,39.0,59.3,46.0
2019-05-19 00:00:00,34.5,62.5,46.0
2019-05-19 01:00:00,29.5,50.2,49.0
2019-05-19 02:00:00,23.5,49.6,49.0
2019-05-19 03:00:00,22.5,34.9,49.0
2019-05-19 04:00:00,19.0,38.1,49.0
2019-05-19 05:00:00,19.0,36.4,49.0
2019-05-19 06:00:00,21.0,39.4,49.0
2019-05-19 07:00:00,26.0,40.9,38.0
2019-05-19 08:00:00,30.5,31.1,36.0
2019-05-19 09:00:00,30.0,32.4,33.0
2019-05-19 10:00:00,23.5,31.7,30.0
2019-05-19 11:00:00,16.0,33.0,27.0
2019-05-19 12:00:00,17.5,31.0,28.0
2019-05-19 13:00:00,17.0,32.6,25.0
2019-05-19 14:00:00,16.0,27.9,27.0
2019-05-19 15:00:00,14.5,21.0,31.0
2019-05-19 16:00:00,23.0,23.8,29.0
2019-05-19 17:00:00,33.0,31.7,28.0
2019-05-19 18:00:00,17.5,32.5,27.0
2019-05-19 19:00:00,18.5,33.9,29.0
2019-05-19 20:00:00,15.5,32.7,30.0
2019-05-19 21:00:00,26.0,51.2,32.0
2019-05-19 22:00:00,15.0,35.6,32.0
2019-05-19 23:00:00,12.5,23.2,32.0
2019-05-20 00:00:00,18.5,22.2,32.0
2019-05-20 01:00:00,16.5,18.8,28.0
2019-05-20 02:00:00,26.0,16.4,28.0
2019-05-20 03:00:00,17.0,12.8,32.0
2019-05-20 04:00:00,10.5,12.1,32.0
2019-05-20 05:00:00,9.0,12.6,26.0
2019-05-20 06:00:00,14.0,14.9,26.0
2019-05-20 07:00:00,20.0,25.2,31.0
2019-05-20 08:00:00,26.0,40.1,31.0
2019-05-20 09:00:00,38.0,46.9,29.0
2019-05-20 10:00:00,40.0,46.1,29.0
2019-05-20 11:00:00,30.5,45.5,28.0
2019-05-20 12:00:00,25.0,43.9,28.0
2019-05-20 13:00:00,25.0,35.4,28.0
2019-05-20 14:00:00,34.5,23.8,29.0
2019-05-20 15:00:00,32.0,23.7,32.0
2019-05-20 16:00:00,24.5,27.5,32.0
2019-05-20 17:00:00,25.5,26.5,29.0
2019-05-20 18:00:00,24.5,32.4,30.0
2019-05-20 19:00:00,23.5,24.6,33.0
2019-05-20 20:00:00,22.5,32.2,32.0
2019-05-20 21:00:00,21.5,21.3,32.0
2019-05-20 22:00:00,20.5,21.6,34.0
2019-05-20 23:00:00,19.5,20.3,47.0
2019-05-21 00:00:00,18.5,20.7,47.0
2019-05-21 01:00:00,17.5,19.6,35.0
2019-05-21 02:00:00,16.5,16.9,35.0
2019-05-21 03:00:00,15.5,16.3,26.0
2019-05-21 04:00:00,15.708333333333334,17.7,26.0
2019-05-21 05:00:00,15.916666666666666,17.9,23.0
2019-05-21 06:00:00,16.125,18.5,23.0
2019-05-21 07:00:00,16.333333333333332,38.0,30.0
2019-05-21 08:00:00,16.541666666666668,62.6,27.0
2019-05-21 09:00:00,16.75,56.0,28.0
2019-05-21 10:00:00,16.958333333333332,54.2,29.0
2019-05-21 11:00:00,17.166666666666668,48.1,29.0
2019-05-21 12:00:00,17.375,30.4,26.0
2019-05-21 13:00:00,17.583333333333332,25.5,26.0
2019-05-21 14:00:00,17.791666666666668,30.5,28.0
2019-05-21 15:00:00,18.0,49.7,33.0
2019-05-21 16:00:00,18.208333333333332,47.8,34.0
2019-05-21 17:00:00,18.416666666666668,36.6,34.0
2019-05-21 18:00:00,18.625,42.3,37.0
2019-05-21 19:00:00,18.833333333333332,75.0,35.0
2019-05-21 20:00:00,19.041666666666668,54.3,40.0
2019-05-21 21:00:00,19.25,50.0,38.0
2019-05-21 22:00:00,19.458333333333332,40.8,33.0
2019-05-21 23:00:00,19.666666666666664,43.0,33.0
2019-05-22 00:00:00,19.875,33.2,33.0
2019-05-22 01:00:00,20.083333333333332,29.5,30.0
2019-05-22 02:00:00,20.291666666666664,27.1,30.0
2019-05-22 03:00:00,20.5,27.9,27.0
2019-05-22 04:00:00,22.166666666666668,19.2,27.0
2019-05-22 05:00:00,23.833333333333332,25.2,21.0
2019-05-22 06:00:00,25.5,33.7,21.0
2019-05-22 07:00:00,27.166666666666664,45.1,28.0
2019-05-22 08:00:00,28.833333333333332,75.7,29.0
2019-05-22 09:00:00,30.5,75.4,31.0
2019-05-22 10:00:00,32.166666666666664,70.8,31.0
2019-05-22 11:00:00,33.83333333333333,63.1,31.0
2019-05-22 12:00:00,35.5,57.8,28.0
2019-05-22 13:00:00,37.166666666666664,42.6,25.0
2019-05-22 14:00:00,38.83333333333333,42.2,25.0
2019-05-22 15:00:00,40.5,38.5,28.0
2019-05-22 16:00:00,42.166666666666664,40.0,30.0
2019-05-22 17:00:00,43.83333333333333,33.2,32.0
2019-05-22 18:00:00,45.5,34.9,34.0
2019-05-22 19:00:00,47.166666666666664,36.1,34.0
2019-05-22 20:00:00,48.83333333333333,34.1,33.0
2019-05-22 21:00:00,50.5,36.2,33.0
2019-05-22 22:00:00,52.166666666666664,44.9,31.0
2019-05-22 23:00:00,53.83333333333333,37.7,32.0
2019-05-23 00:00:00,55.5,29.8,32.0
2019-05-23 01:00:00,57.166666666666664,62.1,23.0
2019-05-23 02:00:00,58.83333333333333,53.3,23.0
2019-05-23 03:00:00,60.5,53.1,20.0
2019-05-23 04:00:00,61.083333333333336,66.6,20.0
2019-05-23 05:00:00,61.666666666666664,76.8,19.0
2019-05-23 06:00:00,62.25,71.9,19.0
2019-05-23 07:00:00,62.833333333333336,68.7,24.0
2019-05-23 08:00:00,63.416666666666664,79.6,26.0
2019-05-23 09:00:00,64.0,91.8,25.0
2019-05-23 10:00:00,64.58333333333333,97.0,23.0
2019-05-23 11:00:00,65.16666666666667,79.4,25.0
2019-05-23 12:00:00,65.75,28.3,24.0
2019-05-23 13:00:00,66.33333333333333,17.0,25.0
2019-05-23 14:00:00,66.91666666666667,16.4,28.0
2019-05-23 15:00:00,67.5,21.2,34.0
2019-05-23 16:00:00,68.08333333333333,17.2,38.0
2019-05-23 17:00:00,68.66666666666667,17.5,53.0
2019-05-23 18:00:00,69.25,17.8,60.0
2019-05-23 19:00:00,69.83333333333333,22.7,54.0
2019-05-23 20:00:00,70.41666666666667,23.5,51.0
2019-05-23 21:00:00,71.0,28.0,45.0
2019-05-23 22:00:00,71.58333333333333,33.8,44.0
2019-05-23 23:00:00,72.16666666666667,47.0,39.0
2019-05-24 00:00:00,72.75,61.9,39.0
2019-05-24 01:00:00,73.33333333333333,23.2,31.0
2019-05-24 02:00:00,73.91666666666667,32.8,31.0
2019-05-24 03:00:00,74.5,28.8,31.0
2019-05-24 04:00:00,72.60416666666667,28.4,31.0
2019-05-24 05:00:00,70.70833333333333,19.4,23.0
2019-05-24 06:00:00,68.8125,28.1,23.0
2019-05-24 07:00:00,66.91666666666667,35.9,29.0
2019-05-24 08:00:00,65.02083333333333,40.7,28.0
2019-05-24 09:00:00,63.125,54.8,26.0
2019-05-24 10:00:00,61.22916666666667,45.9,24.0
2019-05-24 11:00:00,59.333333333333336,37.9,23.0
2019-05-24 12:00:00,57.4375,28.6,26.0
2019-05-24 13:00:00,55.54166666666667,40.6,29.0
2019-05-24 14:00:00,53.645833333333336,29.3,33.0
2019-05-24 15:00:00,51.75,24.3,39.0
2019-05-24 16:00:00,49.85416666666667,20.5,40.0
2019-05-24 17:00:00,47.958333333333336,22.7,43.0
2019-05-24 18:00:00,46.0625,27.3,46.0
2019-05-24 19:00:00,44.16666666666667,25.2,46.0
2019-05-24 20:00:00,42.270833333333336,23.3,44.0
2019-05-24 21:00:00,40.375,21.9,42.0
2019-05-24 22:00:00,38.47916666666667,31.7,38.0
2019-05-24 23:00:00,36.583333333333336,18.1,39.0
2019-05-25 00:00:00,34.6875,18.0,39.0
2019-05-25 01:00:00,32.79166666666667,16.5,32.0
2019-05-25 02:00:00,30.895833333333336,17.4,32.0
2019-05-25 03:00:00,29.0,12.8,25.0
2019-05-25 04:00:00,30.0,20.3,25.0
2019-05-25 05:00:00,31.0,24.45,21.0
2019-05-25 06:00:00,32.0,28.6,21.0
2019-05-25 07:00:00,33.0,32.75,22.0
2019-05-25 08:00:00,34.0,36.9,22.0
2019-05-25 09:00:00,35.0,42.1,23.0
2019-05-25 10:00:00,36.0,44.5,23.0
2019-05-25 11:00:00,37.0,33.6,21.0
2019-05-25 12:00:00,38.0,26.3,23.0
2019-05-25 13:00:00,39.0,19.5,24.0
2019-05-25 14:00:00,40.0,18.6,26.0
2019-05-25 15:00:00,41.0,26.1,31.0
2019-05-25 16:00:00,42.0,23.6,37.0
2019-05-25 17:00:00,43.0,30.0,42.0
2019-05-25 18:00:00,44.0,31.9,46.0
2019-05-25 19:00:00,45.0,20.6,47.0
2019-05-25 20:00:00,46.0,30.4,47.0
